01-18-2017,62.50 
01-19-2017,62.30 
01-20-2017,62.74 
01-23-2017,62.96 
01-24-2017,63.52 
01-25-2017,63.68 
01-26-2017,64.27 
01-27-2017,65.78 
01-30-2017,65.13 
01-31-2017,64.65 
02-01-2017,63.58 
02-02-2017,63.17 
02-03-2017,63.68 
02-06-2017,63.64 
02-07-2017,63.43 
02-08-2017,63.34 
02-09-2017,64.06 
02-10-2017,64.00 
02-13-2017,64.72 
02-14-2017,64.57 
02-15-2017,64.53 
02-16-2017,64.52 
02-17-2017,64.62 
02-21-2017,64.49 
02-22-2017,64.36 
02-23-2017,64.62 
02-24-2017,64.62 
02-27-2017,64.23 
02-28-2017,63.98 
03-01-2017,64.94 
03-02-2017,64.01 
03-03-2017,64.25 
03-06-2017,64.27 
03-07-2017,64.40 
03-08-2017,64.99 
03-09-2017,64.73 
03-10-2017,64.93 
03-13-2017,64.71 
03-14-2017,64.41 
03-15-2017,64.75 
03-16-2017,64.64 
03-17-2017,64.87 
03-20-2017,64.93 
03-21-2017,64.21 
03-22-2017,65.03 
03-23-2017,64.87 
03-24-2017,64.98 
03-27-2017,65.10 
03-28-2017,65.29 
03-29-2017,65.47 
03-30-2017,65.71 
03-31-2017,65.86 
04-03-2017,65.55 
04-04-2017,65.73 
04-05-2017,65.56 
04-06-2017,65.73 
04-07-2017,65.68 
04-10-2017,65.53 
04-11-2017,65.48 
04-12-2017,65.23 
04-13-2017,64.95 
04-17-2017,65.48 
04-18-2017,65.39 
04-19-2017,65.04 
04-20-2017,65.50 
04-21-2017,66.40 
04-24-2017,67.53 
04-25-2017,67.92 
04-26-2017,67.83 
04-27-2017,68.27 
04-28-2017,68.46 
05-01-2017,69.41 
05-02-2017,69.30 
05-03-2017,69.08 
05-04-2017,68.81 
05-05-2017,69.00 
05-08-2017,68.94 
05-09-2017,69.04 
05-10-2017,69.31 
05-11-2017,68.46 
05-12-2017,68.38 
05-15-2017,68.43 
05-16-2017,69.41 
05-17-2017,67.48 
05-18-2017,67.71 
05-19-2017,67.69 
05-22-2017,68.45 
05-23-2017,68.68 
05-24-2017,68.77 
05-25-2017,69.62 
05-26-2017,69.96 
05-30-2017,70.41 
05-31-2017,69.84 
06-01-2017,70.10 
06-02-2017,71.76 
06-05-2017,72.28 
06-06-2017,72.52 
06-07-2017,72.39 
06-08-2017,71.95 
06-09-2017,70.32 
06-12-2017,69.78 
06-13-2017,70.65 
06-14-2017,70.27 
06-15-2017,69.90 
06-16-2017,70.00 
06-19-2017,70.87 
06-20-2017,69.91 
06-21-2017,70.27 
06-22-2017,70.26 
06-23-2017,71.21 
06-26-2017,70.53 
06-27-2017,69.21 
06-28-2017,69.80 
06-29-2017,68.49 
06-30-2017,68.93 
07-03-2017,68.17 
07-05-2017,69.08 
07-06-2017,68.57 
07-07-2017,69.46 
07-10-2017,69.98 
07-11-2017,69.99 
07-12-2017,71.15 
07-13-2017,71.77 
07-14-2017,72.78 
07-17-2017,73.35 
07-18-2017,73.30 
07-19-2017,73.86 
07-20-2017,74.22 
07-21-2017,73.79 
07-24-2017,73.60 
07-25-2017,74.19 
07-26-2017,74.05 
07-27-2017,73.16 
07-28-2017,73.04 
07-31-2017,72.70 
08-01-2017,72.58 
08-02-2017,72.26 
08-03-2017,72.15 
08-04-2017,72.68 
08-07-2017,72.40 
08-08-2017,72.79 
08-09-2017,72.47 
08-10-2017,71.41 
08-11-2017,72.50 
08-14-2017,73.59 
08-15-2017,73.22 
08-16-2017,73.65 
08-17-2017,72.40 
